ScripCode,TradingSymbol,Description,InstrumentType
3103,SHREECEM-EQ,SHREE CEMENT LIMITED,0
23074,SHREEKARNI-SM,SHREE KARNI FABCOM LTD,0
20603,SHREEOSFM-SM,SHREE OSFM E-MOBILITY LTD,0
10588,SHREEPUSHK-EQ,SHRE PUSH CHEM & FERT LTD,0
7634,SHREERAMA-BE,SHREE RAMA MULTI TECH LTD,0
5718,SHREMINVIT-IV,SHREM INVIT,0
11150,SHRENIK-BE,SHRENIK LIMITED,0
3126,SHREYANIND-EQ,SHREYANS INDUSTRIES LTD,0
3129,SHREYAS-EQ,SHREYAS SHIPPING & LOGIST,0
17186,SHRIPISTON-EQ,SHRIRAM PIST. & RING LTD,0
4306,SHRIRAMFIN-EQ,SHRIRAM FINANCE LIMITED,0
7200,SHRIRAMPPS-EQ,SHRIRAM PROPERTIES LTD,0
17684,SHRITECH-SM,SHRI TECHTEX LIMITED,0
6451,SHUBHLAXMI-SM,SHUBHLAXMI JEWEL ART LTD,0
10192,SHYAMCENT-BE,SHYAM CENTURY FERROUS LTD,0
4693,SHYAMMETL-EQ,SHYAM METALICS AND ENGY L,0
13741,SHYAMTEL-BE,SHYAM TELECOM LIMITED,0
19440,SICALLOG-BE,SICAL LOGISTICS LIMITED,0
3148,SIDDHIKA-SM,SIDDHIKA COATINGS LIMITED,0
3150,SIEMENS-EQ,SIEMENS LTD,0
6663,SIGACHI-EQ,SIGACHI INDUSTRIES LTD,0
4522,SIGIND-EQ,SIGNET INDUSTRIES LIMITED,0
16658,SIGMA-EQ,SIGMA SOLVE LIMITED,0
18743,SIGNATURE-EQ,SIGNATUREGLOBAL INDIA LTD,0
23147,SIGNORIA-SM,SIGNORIA CREATION LIMITED,0
22656,SIGNPOST-EQ,SIGNPOST INDIA LIMITED,0
6226,SIKKO-BE,SIKKO INDUSTRIES LIMITED,0
11297,SIL-EQ,STANDARD INDUSTRIES LTD.,0
2492,SILGO-EQ,SILGO RETAIL LIMITED,0
4105,SILINV-EQ,SIL INVESTMENTS LIMITED,0
23736,SILKFLEX-SM,SILKFLEX POLYMERS INDIA L,0
19097,SILLYMONKS-EQ,SILLY MONKS ENTERTAIN LTD,0
8003,SILVER-EQ,BIRLASLAMC - SILVER,0
13082,SILVER1-EQ,KOTAKMAMC - KOTAKSILVE,0
10761,SILVERADD-EQ,DSPAMC - DSPSILVETF,0
8080,SILVERBEES-EQ,NIPPONAMC - NETFSILVER,0
15085,SILVERETF-EQ,UTIAMC - SILVERETF,0
7942,SILVERIETF-EQ,ICICIPRAMC - ICICISILVE,0
9422,SILVERTUC-EQ,SILVER TOUCH TECHNO LTD,0
16777,SILVRETF-EQ,MIRAEAMC - MASILVER,0
14616,SIMBHALS-BE,SIMBHAOLI SUGARS LTD.,0
9331,SIMPLEXINF-BE,SIMPLEX INFRASTRUCTURES L,0
23480,SINCLAIR-EQ,SINCLAIRS HOTELS LIMITED,0
16859,SINDHUTRAD-EQ,SINDHU TRADE LINKS LTD,0
381,SINTERCOM-EQ,SINTERCOM INDIA LIMITED,0
11050,SIRCA-EQ,SIRCA PAINT INDIA LIMITED,0
21501,SIS-EQ,SIS LIMITED,0
14001,SITINET-BE,SITI NETWORKS LIMITED,0
14096,SIYSIL-EQ,SIYARAM SILK MILLS LTD,0
20542,SJLOGISTIC-SM,S J LOGISTICS (INDIA) LTD,0
6643,SJS-EQ,SJS ENTERPRISES LIMITED,0
18883,SJVN-EQ,SJVN LTD,0
3186,SKFINDIA-EQ,SKF INDIA LTD,0
24107,SKIL-BZ,SKIL INFRASTRUCTURE LTD.,0
9428,SKIPPER-EQ,SKIPPER LIMITED,0
22829,SKIPPERPP-E1,SKIPPER RE.0.25 PPD UP,0
4732,SKMEGGPROD-EQ,SKM EGG PROD EXPORT(I) LT,0
10325,SKP-SM,SKP BEARING INDUSTRI. LTD,0
13634,SKYGOLD-BE,SKY GOLD LIMITED,0
23689,SLONE-SM,SLONE INFOSYSTEMS LIMITED,0
22832,SMALLCAP-EQ,MIRAEAMC - SMALLCAP,0
9893,SMARTLINK-BE,SMARTLINK HOLDINGS LTD,0
2320,SMCGLOBAL-EQ,SMC GLOBAL SECURITIES LTD,0
3387,SMLISUZU-EQ,SML ISUZU LIMITED,0
6843,SMLT-EQ,SARTHAK METALS LIMITED,0
21551,SMSLIFE-EQ,SMS LIFESCIENCES (I) LTD,0
14329,SMSPHARMA-EQ,SMS PHARMACEUTICALS LTD.,0
850,SMVD-ST,SMVD POLY PACK LIMITED,0
4843,SNOWMAN-EQ,SNOWMAN LOGISTICS LTD.,0
13826,SOBHA-EQ,SOBHA LIMITED,0
8266,SOFTTECH-EQ,SOFTTECH ENGINEERS LTD,0
3672,SOLARA-EQ,SOLARA ACTIVE PHA SCI LTD,0
24168,SOLARAPP-E1,SOLAR ACT RS.3.50 PPD UP,0
13332,SOLARINDS-EQ,SOLAR INDUSTRIES (I) LTD,0
1231,SOLEX-SM,SOLEX ENERGY LIMITED,0
3880,SOMANYCERA-EQ,SOMANY CERAMICS LIMITED,0
9104,SOMATEX-BE,SOMA TEXTILEI NDUSTRIES L,0
17798,SOMICONVEY-BE,SOMI CONVEYOR BELT. LTD.,0
4684,SONACOMS-EQ,SONA BLW PRECISION FRGS L,0
23052,SONAMAC-SM,SONA MACHINERY LIMITED,0
8806,SONAMLTD-EQ,SONAM LIMITED,0
6596,SONATSOFTW-EQ,SONATA SOFTWARE LTD,0
9458,SONUINFRA-SM,SONU INFRATECH LIMITED,0
14993,SOTAC-SM,SOTAC PHARMACEUTICALS LTD,0
3021,SOTL-EQ,SAVITA OIL TECHNOLO. LTD,0
5948,SOUTHBANK-EQ,THE SOUTH INDIAN BANK LTD,0
9678,SOUTHWEST-EQ,SOUTH WEST PINNACLE LTD,0
18252,SPAL-EQ,S. P. APPARELS LIMITED,0
11435,SPANDANA-EQ,SPANDANA SPHOORTY FIN LTD,0
14788,SPARC-EQ,SUN PHARMA ADV.RES.CO.LTD,0
19372,SPCENET-EQ,SPACENET ENTERS IND LTD,0
24252,SPCL-ST,SHIVALIC POWER CONTROL L,0
27107,SPECIALITY-EQ,SPECIALITY REST LTD,0
5060,SPECTRUM-SM,SPECTRUM ELECTRIC IND LTD,0
16876,SPECTSTM-SM,SPECTRUM TALENT MGMT LTD,0
8163,SPENCERS-EQ,SPENCER S RETAIL LIMITED,0
3252,SPIC-EQ,SPIC LTD,0
11935,SPLIL-EQ,SPL INDUSTRIES LIMITED,0
9617,SPLPETRO-EQ,SUPREME PETROCHEM LIMITED,0
3321,SPMLINFRA-EQ,SPML INFRA LIMITED,0
10733,SPORTKING-EQ,SPORTKING INDIA LIMITED,0
8527,SPRL-ST,SP REFRACTORIES LIMITED,0
21099,SPYL-BE,SHEKHAWATI POLY-YARN LTD.,0
31837,SREEL-EQ,SREELEATHERS LIMITED,0
3273,SRF-EQ,SRF LTD,0
18119,SRGHFL-EQ,SRG HOUSING FINANCE L,0
14582,SRHHYPOLTD-EQ,SREE RAYALSEEMA HHP LTD.,0
14411,SRIVASAVI-SM,SRIVASAVI ADHESIVE TAPE L,0
23402,SRM-EQ,SRM CONTRACTORS LIMITED,0
143,SRPL-BE,SHREE RAM PROTEINS LTD.,0
18056,SSFL-SM,SRIVARI SPICES N FOODS L,0
11829,SSWL-EQ,STEEL STRIPS WHEELS LTD.,0
24226,STANLEY-EQ,STANLEY LIFESTYLES LTD,0
7374,STAR-EQ,STRIDES PHARMA SCI LTD,0
21091,STARCEMENT-EQ,STAR CEMENT LIMITED,0
7083,STARHEALTH-EQ,STAR HEALTH & AL INS CO L,0
3291,STARPAPER-EQ,STAR PAPER MILLS LTD,0
9305,STARTECK-EQ,STARTECK FINANCE LIMITED,0
10948,STCINDIA-EQ,THE STATE TRADING CORPN,0
6803,STEELCAS-EQ,STEELCAST LIMITED,0
10406,STEELCITY-EQ,STEEL CITY SECURITIES LTD,0
21339,STEELXIND-EQ,STEEL EXCHANGE INDIA LTD,0
21484,STEL-EQ,STEL HOLDINGS LIMITED,0
4299,STERTOOLS-EQ,STERLING TOOLS LIMITED,0
9309,STLTECH-EQ,STERLITE TECHNOLOGIES LTD,0
2107,STOVEKRAFT-EQ,STOVE KRAFT LIMITED,0
5186,STYLAMIND-EQ,STYLAM INDUSTRIES LIMITED,0
19,STYRENIX-EQ,STYRENIX PERFORMANCE LTD,0
967,SUBEXLTD-EQ,SUBEX LTD,0
3324,SUBROS-EQ,SUBROS LIMITED,0
3327,SUDARSCHEM-EQ,SUDARSHAN CHEMICAL INDS L,0
11804,SUKHJITS-EQ,SUKHJIT STARCH & CHEM LTD,0
13218,SULA-EQ,SULA VINEYARDS LIMITED,0
20794,SUMEETINDS-BE,SUMEET IND LIMITED,0
17105,SUMICHEM-EQ,SUMITOMO CHEM INDIA LTD,0
11141,SUMIT-BE,SUMIT WOODS LIMITED,0
21275,SUMMITSEC-EQ,SUMMIT SECURITIES LTD,0
20956,SUNCLAY-EQ,SUNDARAM CLAYTON LIMITED,0
18931,SUNDARAM-EQ,SUNDARAM MULTI PAP LTD,0
3339,SUNDARMFIN-EQ,SUNDARAM FINANCE LTD,0
2183,SUNDARMHLD-EQ,SUNDARAM FINANCE HOLD LTD,0
4179,SUNDRMBRAK-EQ,SUNDARAM BRAK LININGS LTD,0
3345,SUNDRMFAST-EQ,SUNDRAM FASTENERS LTD,0
3348,SUNFLAG-EQ,SUNFLAG IRON AND STEEL CO,0
3351,SUNPHARMA-EQ,SUN PHARMACEUTICAL IND L,0
20213,SUNREST-SM,SUNREST LIFESCIENCE LTD,0
17641,SUNTECK-EQ,SUNTECK REALTY LIMITED,0
13404,SUNTV-EQ,SUN TV NETWORK LIMITED,0
20616,SUPERHOUSE-EQ,SUPERHOUSE LIMITED,0
3357,SUPERSPIN-EQ,SUPER SPINNING MILLS LTD,0
11689,SUPRAJIT-EQ,SUPRAJIT ENGINEERING LTD,0
1401,SUPREMEENG-BE,SUPREME ENGINEERING LTD,0
3363,SUPREMEIND-EQ,SUPREME INDUSTRIES LTD,0
13419,SUPREMEINF-BZ,SUPREME INFRA. LTD,0
21067,SUPREMEPWR-SM,SUPREME POWER EQUIPMENT L,0
7390,SUPRIYA-EQ,SUPRIYA LIFESCIENCE LTD,0
20822,SURAJEST-EQ,SURAJ ESTATE DEVELOPERS L,0
21081,SURANASOL-BE,SURANA SOLAR LIMITED,0
11595,SURANAT&P-BE,SURANA TELECOM AND POW LT,0
8513,SURANI-SM,SURANI STEEL TUBES LTD.,0
11852,SURYALAXMI-EQ,SURYALAKSHMI COT MIL LTD,0
3375,SURYAROSNI-EQ,SURYA ROSHNI LTD,0
2970,SURYODAY-EQ,SURYODAY SMALL FIN BK LTD,0
13801,SUTLEJTEX-EQ,SUTLEJ TEXT & INDUS LTD,0
643,SUULD-BE,SUUMAYA INDUSTRIES LTD,0
11233,SUVEN-EQ,SUVEN LIFE SCIENCES LTD,0
17945,SUVENPHAR-EQ,SUVEN PHARMACEUTICALS LTD,0
2998,SUVIDHAA-EQ,SUVIDHAA INFOSERVE LTD,0
12018,SUZLON-EQ,SUZLON ENERGY LIMITED,0
15121,SVLL-EQ,SHREE VASU LOGISTICS LTD,0
5020,SVPGLOB-EQ,SVP GLOBAL TEXTILES LTD,0
27095,SWANENERGY-EQ,SWAN ENERGY LIMITED,0
8608,SWARAJ-SM,SWARAJ SUITING LIMITED,0
3384,SWARAJENG-EQ,SWARAJ ENGINES LTD,0
11492,SWASTIK-SM,SWASTIK PIPE LIMITED,0
11909,SWELECTES-EQ,SWELECT ENERGY SYS LTD,0
12489,SWSOLAR-EQ,STRLNG & WIL REN ENE LTD,0
24273,SYLVANPLY-ST,SYLVAN PLYBOARD (INDIA) L,0
24190,SYMPHONY-EQ,SYMPHONY LIMITED,0
11992,SYNCOMF-EQ,SYNCOM FORMU (I) LTD,0
10243,SYNGENE-EQ,SYNGENE INTERNATIONAL LTD,0
17203,SYNOPTICS-SM,SYNOPTICS TECHNOLOGIES L,0
10793,SYRMA-EQ,SYRMA SGS TECHNOLOGY LTD,0
14506,SYSTANGO-SM,SYSTANGO TECHNOLOGIES LTD,0
23438,TAC-SM,TAC INFOSEC LIMITED,0
8961,TAINWALCHM-BE,TAINWALA CHEMICAL AND PLA,0
9354,TAJGVK-EQ,TAJ GVK HOTELS & RESORTS,0
14917,TAKE-EQ,TAKE SOLUTIONS LTD,0
13648,TALBROAUTO-EQ,TALBROS AUTO. COMP. LTD,0
13976,TANLA-EQ,TANLA PLATFORMS LIMITED,0
10986,TAPIFRUIT-SM,TAPI FRUIT PROCESSING LTD,0
23514,TARACHAND-BE,TARA CHAND INFRA SOLN LTD,0
18831,TARAPUR-BE,TARAPUR TRANSFORMERS LTD,0
1581,TARC-EQ,TARC LIMITED,0
14775,TARMAT-BE,TARMAT LIMITED,0
6943,TARSONS-EQ,TARSONS PRODUCTS LIMITED,0
20092,TASTYBITE-EQ,TASTY BITE EATABLES LTD,0
3405,TATACHEM-EQ,TATA CHEMICALS LTD,0
3721,TATACOMM-EQ,TATA COMMUNICATIONS LTD,0
3432,TATACONSUM-EQ,TATA CONSUMER PRODUCT LTD,0
3411,TATAELXSI-EQ,TATA ELXSI LIMITED,0
21401,TATAGOLD-EQ,TATAAML-TATAGOLD,0
1621,TATAINVEST-EQ,TATA INVESTMENT CORP LTD,0
3456,TATAMOTORS-EQ,TATA MOTORS LIMITED,0
16965,TATAMTRDVR-EQ,TATA MOTORS DVR  A  ORD,0
3426,TATAPOWER-EQ,TATA POWER CO LTD,0
3499,TATASTEEL-EQ,TATA STEEL LIMITED,0
20293,TATATECH-EQ,TATA TECHNOLOGIES LIMITED,0
21428,TATSILV-EQ,TATAAML-TATSILV,0
5162,TATVA-EQ,TATVA CHIN PHARM CHEM LTD,0
24019,TBI-SM,TBI CORN LIMITED,0
23740,TBOTEK-EQ,TBO TEK LIMITED,0
27037,TBZ-EQ,TRIB BHIMJI ZAVERI LTD,0
10580,TCI-EQ,TRANSPORT CORPN OF INDIA,0
19223,TCIEXP-EQ,TCI EXPRESS LIMITED,0
8722,TCIFINANCE-BE,TCIFINANCELTD-ROLL SETT,0
22777,TCL-SM,THAAI CASTING LIMITED,0
19501,TCLCONS-EQ,TANTIA CONSTRUCTIONS LTD,0
4172,TCNSBRANDS-EQ,TCNS CLOTHING CO. LIMITED,0
184,TCPLPACK-EQ,TCPL PACKAGING LIMITED,0
11536,TCS-EQ,TATA CONSULTANCY SERV LT,0
25178,TDPOWERSYS-EQ,TD POWER SYSTEMS LTD.,0
12716,TEAMLEASE-EQ,TEAMLEASE SERVICES LTD.,0
6462,TECH-EQ,BIRLASLAMC - TECH,0
25194,TECHIN-BE,TECHINDIA NIRMAN LIMITED,0
21078,TECHLABS-SM,TRIDENT TECHLABS LIMITED,0
13538,TECHM-EQ,TECH MAHINDRA LIMITED,0
6448,TECHNOE-BE,TECHNO ELEC & ENG CO. LTD,0
14739,TECILCHEM-BE,TECIL CHEMICALS,0
7105,TEGA-EQ,TEGA INDUSTRIES LIMITED,0
21131,TEJASNET-EQ,TEJAS NETWORKS LIMITED,0
3275,TEMBO-EQ,TEMBO GLOBAL IND LTD,0
19296,TERASOFT-BE,TERA SOFTWARE LIMITED,0
11549,TEXINFRA-EQ,TEXMACO INFRA & HOLDG LTD,0
18214,TEXMOPIPES-EQ,TEXMO PIPE & PRODUCTS LTD,0
21828,TEXRAIL-EQ,TEXMACO RAIL & ENG. LTD.,0
3466,TFCILTD-EQ,TOURISM FINANCE CORP. OF,0
14323,TFL-BE,TRANSWARRANTY FIN. LTD.,0
14607,TGBHOTELS-EQ,TGB BANQUETS&HOTELS LTD,0
23526,TGL-SM,TEERTH GOPICON LIMITED,0
18118,THANGAMAYL-EQ,THANGAMAYIL JEWELLERY LTD,0
21427,THEINVEST-EQ,THE INVEST TRUST OF IND L,0
19279,THEJO-EQ,THEJO ENGINEERING LIMITED,0
14485,THEMISMED-EQ,THEMIS MEDICARE LTD.,0
3475,THERMAX-EQ,THERMAX LTD,0
3481,THOMASCOOK-EQ,THOMAS COOK (INDIA) LTD,0
31021,THOMASCOTT-BE,THOMAS SCOTT (INDIA) LTD,0
17032,THYROCARE-EQ,THYROCARE TECH LTD,0
19196,TI-EQ,TILAKNAGAR INDUSTRIES LTD,0
14019,TIDEWATER-EQ,TIDE WATER OIL LTD,0
14223,TIIL-EQ,TECHNOCRAFT IND LTD,0
312,TIINDIA-EQ,TUBE INVEST OF INDIA LTD,0
25486,TIJARIA-BE,TIJARIA POLYPIPES LTD,0
11624,TIL-BZ,TIL LTD,0
7800,TIMESCAN-SM,TIMESCAN LOGISTICS IND L,0
10717,TIMESGTY-EQ,TIMES GUARANTY LIMITED,0
14707,TIMETECHNO-EQ,TIME TECHNOPLAST LTD.,0
14198,TIMKEN-EQ,TIMKEN INDIA LTD.,0
11374,TIPSFILMS-EQ,TIPS FILMS LIMITED,0
9117,TIPSINDLTD-EQ,TIPS INDUSTRIES LIMITED,0
3496,TIRUMALCHM-EQ,THIRUMALAI CHEMICALS LTD,0
21868,TIRUPATI-SM,SHREE TIRUPATI BALAJEE,0
22284,TIRUPATIFL-BE,TIRUPATI FORGE LIMITED,0
15414,TITAGARH-EQ,TITAGARH RAIL SYSTEMS LTD,0
3506,TITAN-EQ,TITAN COMPANY LIMITED,0
10945,TMB-EQ,TAMILNAD MERCA BANK LTD,0
8882,TNIDETF-EQ,TATAAML - TNIDETF,0
3509,TNPETRO-EQ,TAMILNADU PETROPRODUCTS L,0
3980,TNPL-EQ,TAMILNADU NEWSPRT & PAPER,0
9884,TNTELE-BE,TAMILNADU TELECOMMUNICATI,0
3837,TOKYOPLAST-EQ,TOKYO PLAST INTL LTD,0
24081,TOP100CASE-EQ,ZERODHAAMC - TOP100CASE,0
3518,TORNTPHARM-EQ,TORRENT PHARMACEUTICALS L,0
13786,TORNTPOWER-EQ,TORRENT POWER LTD,0
22425,TOTAL-BE,TOTAL TRANSPORT SYS LTD,0
16908,TOUCHWOOD-EQ,TOUCHWOOD ENTERTAIN LTD.,0
16996,TPHQ-EQ,TEAMO PRODUCTIONS HQ LTD,0
9219,TPLPLASTEH-EQ,TPL PLASTECH LIMITED,0
11582,TRACXN-EQ,TRACXN TECHNOLOGIES LTD,0
19801,TRANSTEEL-SM,TRANSTEEL SEATING TECH L,0
21260,TRANSWIND-SM,TRANSWIND INFRA LIMITED,0
25082,TREEHOUSE-EQ,TREE HOUSE EDU LTD,0
7605,TREJHARA-BE,TREJHARA SOLUTIONS LTD,0
17795,TREL-EQ,TRANSINDIA REAL ESTATE L,0
1964,TRENT-EQ,TRENT LTD,0
17991,TRF-BE,TRF LIMITED,0
9685,TRIDENT-EQ,TRIDENT LIMITED,0
17210,TRIDHYA-SM,TRIDHYA TECH LIMITED,0
7366,TRIGYN-BE,TRIGYN TECHNOLOGIES LTD,0
15178,TRIL-BE,TRANS & RECTI. LTD,0
25584,TRITURBINE-EQ,TRIVENI TURBINE LIMITED,0
13081,TRIVENI-EQ,TRIVENI ENGG. & INDS. LTD,0
9378,TRU-EQ,TRUCAP FINANCE LIMITED,0
23417,TRUST-SM,TRUST FINTECH LIMITED,0
11369,TTKHLTCARE-EQ,TTK HEALTHCARE LIMITED,0
3546,TTKPRESTIG-EQ,TTK PRESTIGE LTD,0
14314,TTL-EQ,T T LIMITED,0
8954,TTML-EQ,TATA TELESERV(MAHARASTRA),0
14208,TV18BRDCST-EQ,TV18 BROADCAST LIMITED,0
11265,TVSELECT-EQ,TVS ELECTRONICS LTD,0
29008,TVSHLTD-EQ,TVS HOLDINGS LIMITED,0
8479,TVSMOTOR-EQ,TVS MOTOR COMPANY  LTD,0
18151,TVSSCS-EQ,TVS SUPPLY CHAIN SOL L,0
14245,TVSSRICHAK-EQ,TVS SRICHAKRA LIMITED,0
11275,TVTODAY-EQ,TV TODAY NETWORK LTD,0
18508,TVVISION-BE,TV VISION LIMITED,0
16713,UBL-EQ,UNITED BREWERIES LTD,0
3570,UCAL-EQ,UCAL LIMITED,0
4212,UCL-SM,USHANTI COLOUR CHEM LTD,0
11223,UCOBANK-EQ,UCO BANK,0
7276,UDAICEMENT-EQ,UDAIPUR CEMENT WORKS LTD,0
19113,UDS-EQ,UPDATER SERVICES LIMITED,0
23509,UEL-BE,UJAAS ENERGY LIMITED,0
1053,UFLEX-EQ,UFLEX LIMITED,0
9039,UFO-EQ,UFO MOVIEZ INDIA LTD.,0
19578,UGARSUGAR-EQ,THE UGAR SUGAR WORKS LTD,0
5313,UGROCAP-EQ,UGRO CAPITAL LIMITED,0
15228,UJJIVANSFB-EQ,UJJIVAN SMALL FINANC BANK,0
11532,ULTRACEMCO-EQ,ULTRATECH CEMENT LIMITED,0
13349,UMA-SM,UMA CONVERTER LIMITED,0
8842,UMAEXPORTS-EQ,UMA EXPORTS LIMITED,0
11387,UMANGDAIRY-EQ,UMANG DAIRIES LIMITED,0
19142,UMESLTD-EQ,USHA MARTIN EDU & SOL LTD,0
3579,UNICHEMLAB-EQ,UNICHEM LABORATORIES LTD,0
201,UNIDT-EQ,UNITED DRILLING TOOLS LTD,0
11293,UNIENTER-EQ,UNIPHOS ENTERPRISES LTD,0
18582,UNIHEALTH-SM,UNIHEALTH CONSULTANCY LTD,0
7791,UNIINFO-EQ,UNIINFO TELECOM SERVI LTD,0
10753,UNIONBANK-EQ,UNION BANK OF INDIA,0
13057,UNIPARTS-EQ,UNIPARTS INDIA LIMITED,0
10447,UNITDSPR-EQ,UNITED SPIRITS LIMITED,0
8893,UNITECH-BZ,UNITECH LIMITED,0
7560,UNITEDPOLY-EQ,UNITED POLYFAB GUJ. LTD.,0
17999,UNITEDTEA-EQ,UNITED NILGIRI TEA LTD,0
10366,UNIVAFOODS-BE,UNIVA FOODS LIMITED,0
18979,UNIVASTU-BE,UNIVASTU INDIA LIMITED,0
3607,UNIVCABLES-EQ,UNIVERSAL CABLES LTD,0
17659,UNIVPHOTO-EQ,UNIVERSUS IMAGINGS LTD,0
14154,UNOMINDA-EQ,UNO MINDA LIMITED,0
11287,UPL-EQ,UPL LIMITED,0
17081,URAVI-BE,URAVI T AND WEDG LAMP LTD,0
16888,URBAN-SM,URBAN ENVIRO WASTE MGMT L,0
20203,URJA-EQ,URJA GLOBAL LIMITED,0
10610,USASEEDS-SM,UPSURGE SEEDS OF AGRI LTD,0
8840,USHAMART-EQ,USHA MARTIN LTD.,0
14872,USK-BE,UDAYSHIVAKUMAR INFRA LTD,0
527,UTIAMC-EQ,UTI ASSET MNGMT CO LTD,0
22440,UTIBANKETF-EQ,UTIAMC - UTIBANKETF,0
21478,UTINEXT50-EQ,UTIAMC - UTINEXT50,0
10511,UTINIFTETF-EQ,UTIAMC - UTINIFTETF,0
10515,UTISENSETF-EQ,UTIAMC - UTISENSETF,0
9168,UTISXN50-EQ,UTIAMC - UTISXN50,0
17358,UTKARSHBNK-EQ,UTKARSH SMALL FIN BANK L,0
13376,UTTAMSUGAR-EQ,UTTAM SUGAR MILLS LTD.,0
5945,UWCSL-SM,ULTRA WIRING CONN SYS LTD,0
14770,V2RETAIL-BE,V2 RETAIL LIMITED,0
24196,VADILALIND-EQ,VADILAL INDUSTRIES LTD,0
11364,VAIBHAVGBL-EQ,VAIBHAV GLOBAL LIMITED,0
16589,VAISHALI-EQ,VAISHALI PHARMA LIMITED,0
13342,VAKRANGEE-EQ,VAKRANGEE LIMITED,0
19218,VALIANTLAB-EQ,VALIANT LABORATORIES LTD,0
330,VALIANTORG-EQ,VALIANT ORGANICS LIMITED,0
11220,VARDHACRLC-EQ,VARDHAMAN ACRYLICS LTD,0
3646,VARDMNPOLY-EQ,VARDHMAN POLYTEX LTD.,0
3857,VARROC-EQ,VARROC ENGINEERING LTD.,0
1274,VASA-SM,VASA RETAIL & OVERSEA LTD,0
18110,VASCONEQ-EQ,VASCON ENGINEERS LTD,0
25344,VASWANI-BE,VASWANI IND LTD,0
18921,VBL-EQ,VARUN BEVERAGES LIMITED,0
9027,VCL-BE,VAXTEX COTFAB LIMITED,0
3063,VEDL-EQ,VEDANTA LIMITED,0
10710,VEEKAYEM-SM,VEEKAYEM FASH & APP LTD,0
14590,VELS-SM,VELS FILM INTERNATIONAL L,0
3757,VENKEYS-EQ,VENKY S (INDIA) LIMITED,0
9592,VENUSPIPES-EQ,VENUS PIPES & TUBES LTD,0
13859,VENUSREM-EQ,VENUS REMEDIES LIMITED,0
2666,VERA-SM,VERA SYNTHETIC LIMITED,0
8890,VERANDA-EQ,VERANDA LEARNING SOL LTD,0
23775,VERITAAS-SM,VERITAAS ADVERTISING LTD,0
14503,VERTEXPLUS-ST,VERTEXPLUS TECHNOLOGIES L,0
18863,VERTOZ-EQ,VERTOZ ADVERTISING LTD,0
3676,VESUVIUS-EQ,VESUVIUS INDIA LTD,0
8652,VETO-EQ,VETO SWITCHGEAR CABLE LTD,0
15362,VGUARD-EQ,V-GUARD IND LTD.,0
11892,VHL-EQ,VARDHMAN HOLDINGS LIMITED,0
23386,VHLTD-BE,VICEROY HOTELS LIMITED,0
14316,VIAZ-SM,VIAZ TYRES LIMITED,0
13536,VIDHIING-EQ,VIDHI SPCLTY F INGRDNTS L,0
5585,VIJAYA-EQ,VIJAYA DIAGNOSTIC CEN LTD,0
17695,VIJIFIN-BE,VIJI FINANCE LIMITED,0
25756,VIKASECO-EQ,VIKAS ECOTECH LIMITED,0
9931,VIKASLIFE-EQ,VIKAS LIFECARE LIMITED,0
23909,VILAS-SM,VILAS TRANSCORE LIMITED,0
16954,VILINBIO-SM,VILIN BIO MED LIMITED,0
13101,VIMTALABS-EQ,VIMTA LABS LIMITED,0
17364,VINATIORGA-EQ,VINATI ORGANICS LTD,0
3694,VINDHYATEL-EQ,VINDHYA TELELINKS LTD,0
3807,VINEETLAB-EQ,VINEET LABORATORIES LTD,0
12490,VINNY-EQ,VINNY OVERSEAS LIMITED,0
17898,VINSYS-SM,VINSYS IT SERVICES IND LT,0
19206,VINYAS-SM,VINYAS INNOVATIVE TECH L,0
16821,VINYLINDIA-EQ,VINYL CHEMICALS (I) LTD.,0
14843,VIPCLOTHNG-EQ,VIP CLOTHING LIMITED,0
3703,VIPIND-EQ,VIP INDUSTRIES LTD,0
8424,VIPULLTD-EQ,VIPUL LIMITED,0
15295,VIRINCHI-EQ,VIRINCHI LIMITED,0
4221,VISAKAIND-EQ,VISAKA INDUSTRIES LIMITED,0
24277,VISAMAN-ST,VISAMAN GLOBAL SALES LTD,0
13298,VISASTEEL-BE,VISA STEEL LIMITED,0
23234,VISESHINFO-BZ,VISESH INFOTECNICS LTD,0
6908,VISHNU-EQ,VISHNU CHEMICALS LIMITED,0
19300,VISHNUINFR-SM,VISHNUSURYA PROJ N INFR L,0
13702,VISHWARAJ-EQ,VISHWARAJ SUGAR IND LTD,0
23370,VISHWAS-SM,VISHWAS AGRI SEEDS LTD,0
11920,VITAL-SM,VITAL CHEMTECH LIMITED,0
10967,VIVIANA-SM,VIVIANA POWER TECH LTD,0
29881,VIVIDHA-BE,VISAGAR POLYTEX LTD,0
7610,VIVO-SM,VIVO COLLAB SOLUTIONS LTD,0
18021,VLEGOV-BE,VL E GOV AND IT SOL LTD,0
3715,VLSFINANCE-EQ,VLS FINANCE LTD,0
3188,VMARCIND-SM,V MARC INDIA LIMITED,0
29284,VMART-EQ,VMART RETAIL LTD,0
13577,VOLTAMP-EQ,VOLTAMP TRANSFORMERS LTD,0
3718,VOLTAS-EQ,VOLTAS LTD,0
18341,VPRPL-EQ,VISHNU PRAKASH R PUNGLI L,0
23018,VR-SM,V R INFRASPACE LIMITED,0
24322,VRAJ-BE,VRAJ IRON AND STEEL LTD,0
8696,VRLLOG-EQ,VRL LOGISTICS LIMITED,0
